,id_producto,*ano_registro,ano_publicacion,registro_extemporaneo,coordinacion,tipo_producto,subtipo_producto,subtipo2,arbitrado?,titulo,titulo2,ambito,revista,issn_printed,issn_online,revista_editorial,indice,factor_impacto,doi,libro,isbn,libro_editorial,cita,*Autor de correspondencia,Autores | *Autor de correspondencia | ªEstudiante,documentos
292,101001212,2024,2024,,Desarrollo Regional,Artículo científico,en revista de divulgación,Review Articles,,CERTIFICACIÓN DE COMPETENCIAS LABORALES PARA EL DESARROLLO SOSTENIBLE,,Internacional,Horizontes Empresariales,0717-9901,0719-0875,Universidad del Bío-Bío. Facultad de Ciencias Empresariales. Departamento de Economía y Finanzas,Latindex,,DOI: https://doi.org/10.22320/hem.v23i1.6622,,,,Suarez Gracida H.; *Sandoval Godoy S.A. (2024). CERTIFICACIÓN DE COMPETENCIAS LABORALES PARA EL DESARROLLO SOSTENIBLE. Horizontes Empresariales. AÑO 23-(1):51-63 pp. DOI: DOI: https://doi.org/10.22320/hem.v23i1.6622,*Sandoval Godoy S.A.(Desarrollo Regional),ªSuarez Gracida H.; *Sandoval Godoy S.A.,http://200.23.35.7/archivos/productos/mepippa/investigacion/101001212_1.pdf
293,101001213,2024,2024,,Mazatlán,Artículo científico,"en revista indizada (ISI, CYT)",Review Articles,,Effect of emerging pollutants on the gut microbiota of freshwater animals: Focusing on microplastics and pesticides,,Internacional,SCIENCE OF THE TOTAL ENVIRONMENT,0048-9697,1879-1026,ELSEVIER,SCIE,9.8,https://doi.org/10.1016/j.scitotenv.2024.174809,,,,Burgos Aceves M.; Banaee M.; Vazzana I.; Betancourt Lozano M.; González Mille D.; Aliko V.; Faggio C.; *Ilizaliturri Hernández C.A. (2024). Effect of emerging pollutants on the gut microbiota of freshwater animals: Focusing on microplastics and pesticides. SCIENCE OF THE TOTAL ENVIRONMENT. 948(174809):1-8 pp. DOI: https://doi.org/10.1016/j.scitotenv.2024.174809,*Ilizaliturri Hernández C.A.(* Anónima),Burgos Aceves M.; Banaee M.; Vazzana I.; Betancourt Lozano M.; González Mille D.; Aliko V.; Faggio C.; *Ilizaliturri Hernández C.A.,http://200.23.35.7/archivos/productos/mepippa/investigacion/101001213_1.pdf
294,101001214,2024,2024,,Culiacán,Artículo científico,"en revista indizada (ISI, CYT)",Original Research,,Optimized Ultrasonic Extraction of Essential Oil from the Biomass of Lippia graveolens Kunth Using Deep Eutectic Solvents and Their Effect on Colletotrichum asianum,,Internacional,PROCESSES,2227-9717,2227-9717,MDPI,SCIE,2.8,https://doi.org/10.3390/pr12071525,,,,Manjarrez Quintero J.; Valdez Baro O.; García Estrada R.S.; Contreras Angulo L.A.; Bastidas Bastidas P.J.; Heredia . J.B.; *Cabanillas Bojórquez L.; *Gutierrez Grijalva E.P. (2024). Optimized Ultrasonic Extraction of Essential Oil from the Biomass of Lippia graveolens Kunth Using Deep Eutectic Solvents and Their Effect on Colletotrichum asianum. PROCESSES. 12(7):1-21 pp. DOI: https://doi.org/10.3390/pr12071525,*Cabanillas Bojórquez L.(DC); *Gutierrez Grijalva E.P.(Culiacán),ªManjarrez Quintero J.; ªValdez Baro O.; García Estrada R.S.; Contreras Angulo L.A.; Bastidas Bastidas P.J.; Heredia . J.B.; *Cabanillas Bojórquez L.; *Gutierrez Grijalva E.P.,http://200.23.35.7/archivos/productos/mepippa/investigacion/101001214_1.pdf
295,101001215,2024,2024,,Desarrollo Regional,Artículo científico,en revista indizada (otros indices),Original Research,,"Proximidades para el desarrollo en Ciencia, Tecnología e Innovación de la región Sonora-Arizona",,Nacional,REVISTA INDICIALES,2954-3649,XXXX-XXXX,Universidad de Sonora,Latindex,,https://doi.org/10.52906/ind..v1i7.62,,,,"*Figueroa Egurrola D.; *Wong González P. (2024). Proximidades para el desarrollo en Ciencia, Tecnología e Innovación de la región Sonora-Arizona. REVISTA INDICIALES. 1(7):10-22 pp. DOI: https://doi.org/10.52906/ind..v1i7.62",*Figueroa Egurrola D.(DDR); *Wong González P.(Desarrollo Regional),*Figueroa Egurrola D.; *Wong González P.,http://200.23.35.7/archivos/productos/mepippa/investigacion/101001215_1.pdf
296,101001216,2024,2024,,Mazatlán,Artículo científico,"en revista indizada (ISI, CYT)",Original Research,,Identifying potential drug targets in the kinomes of two monogenean species,,Internacional,HELMINTHOLOGIA,0440-6605,1336-9083,WALTER DE GRUYTER GMBH,SCIE,1.1,https://doi.org/10.2478/helm-2024-0020,,,,*Caña Bozada V.; Ovando Vazquez C.; Flores Méndez L.; Martínez Brown J.M.; Morales Serna F.N. (2024). Identifying potential drug targets in the kinomes of two monogenean species. HELMINTHOLOGIA. 61(2):142-150 pp. DOI: https://doi.org/10.2478/helm-2024-0020,*Caña Bozada V.(EXT),*Caña Bozada V.; Ovando Vazquez C.; ªFlores Méndez L.; Martínez Brown J.M.; Morales Serna F.N.,http://200.23.35.7/archivos/productos/mepippa/investigacion/101001216_1.pdf
297,101001217,2024,2024,,TAOA,Artículo científico,en revista indizada (otros indices),Original Research,,Cryoprotective effect of low molecular-mass nitrogen compounds on the myofibrillar protein of the jumbo squid (Dosidicus gigas) muscle,,Internacional,FOOD SCIENCE AND TECHNOLOGY,0101-2061,1678-457X,SOC BRASILEIRA CIENCIA TECNOLOGIA ALIMENTOS,SCIE,2.602,https://doi.org/10.5327/fst.00313%20,,,,*Ramírez Suárez J.C.; Alvarez Armenta A.; Mazorra Manzano M.A.; Scheuren Acevedo S.M.; Pacheco Aguilar R.; García Sánchez G.; Carvallo Ruiz M.G.; Ramírez Guerra H.E. (2024). Cryoprotective effect of low molecular-mass nitrogen compounds on the myofibrillar protein of the jumbo squid (Dosidicus gigas) muscle. FOOD SCIENCE AND TECHNOLOGY. 44(e00313):1-5 pp. DOI: https://doi.org/10.5327/fst.00313%20,*Ramírez Suárez J.C.(TAOA),*Ramírez Suárez J.C.; ªAlvarez Armenta A.; Mazorra Manzano M.A.; Scheuren Acevedo S.M.; Pacheco Aguilar R.; García Sánchez G.; Carvallo Ruiz M.G.; Ramírez Guerra H.E.,http://reportes.ciad.mx/archivos/productos/mepippa/investigacion/101001217_1.pdf
298,101001218,2024,2024,,Nutrición,Artículo científico,"en revista indizada (ISI, CYT)",Original Research,,Weight gain prevention during the December holiday season in adults: Pilot Randomized Controlled Trial,,Internacional,BIOTECNIA,1665-1456,XXXX-XXXX,UNIVERSIDAD DE SONORA,ESCI,0.5,10.18633/biotecnia.v26.2134,,,,Guerrero Magaña D.; Haby de Sosa M.M.; Martínez Contreras T.J.; Candia Plata M.D.; Mata Pineda A.L.; Esparza Romero J.; Valencia Juillerat M.E.; Villegas Valle R.C.; *Diaz Zavala R.G. (2024). Weight gain prevention during the December holiday season in adults: Pilot Randomized Controlled Trial. BIOTECNIA. 26(1):315-323 pp. DOI: 10.18633/biotecnia.v26.2134,*Diaz Zavala R.G.(Universidad de Sonora),Guerrero Magaña D.; Haby de Sosa M.M.; Martínez Contreras T.J.; Candia Plata M.D.; Mata Pineda A.L.; Esparza Romero J.; Valencia Juillerat M.E.; Villegas Valle R.C.; *Diaz Zavala R.G.,http://200.23.35.7/archivos/productos/mepippa/investigacion/101001218_1.pdf
299,101001219,2024,2024,,Nutrición,Artículo científico,"en revista indizada (ISI, CYT)",Review Articles,,Relationship between food insecurity and malnutrition in schoolchildren from low- and middle-income countries: a systematic review,,Internacional,NUTRICIÓN HOSPITALARIA,0212-1611,1699-5198,"ARAN EDICIONES, S L",SCIE,1.2,dx.doi.org/10.20960/nh.04847,,,,Valenzuela Guzmán D.; *Esparza Romero J. (2024). Relationship between food insecurity and malnutrition in schoolchildren from low- and middle-income countries: a systematic review. NUTRICIÓN HOSPITALARIA. 41(4):898-906 pp. DOI: dx.doi.org/10.20960/nh.04847,*Esparza Romero J.(Nutrición),ªValenzuela Guzmán D.; *Esparza Romero J.,http://200.23.35.7/archivos/productos/mepippa/investigacion/101001219_1.pdf
300,101001220,2024,2024,,TAOA,Artículo científico,"en revista indizada (ISI, CYT)",Original Research,,"Deciphering the gut microbiota of zebrafish, the most used fish as a biological model: A meta-analytic approach",,Internacional,COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY A-MOLECULAR & INTEGRATIVE PHYSIOLOGY,1095-6433,1531-4332,ELSEVIER SCIENCE INC,SCIE,1.27,https://doi.org/10.1016/j.cbpa.2024.111713,,,,"Garibay Valdez E.; Olivas-Bernal C.; Vargas Albores A.F.; *Martínez Porchas M.; García Godínez D.; Medina Félix D.; Martínez Córdova L.R.; Cicala F. (2024). Deciphering the gut microbiota of zebrafish, the most used fish as a biological model: A meta-analytic approach. COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY A-MOLECULAR & INTEGRATIVE PHYSIOLOGY. 297(2024):111713 pp. DOI: https://doi.org/10.1016/j.cbpa.2024.111713",*Martínez Porchas M.(TAOA),ªGaribay Valdez E.; Olivas-Bernal C.; Vargas Albores A.F.; *Martínez Porchas M.; García Godínez D.; Medina Félix D.; Martínez Córdova L.R.; Cicala F.,http://200.23.35.7/archivos/productos/mepippa/investigacion/101001220_1.pdf
301,101001221,2024,2024,,Culiacán,Artículo científico,"en revista indizada (ISI, CYT)",Original Research,,"Temporal distribution and ecological risk assessment for pesticides  in water from the north-central coastal zone of Sinaloa, Mexico",,Internacional,HELIYON,2405-8440,2405-8440,CELL PRESS,SCIE,3.4,https://doi.org/10.1016/j.heliyon.2024.e35207,,,,"*Leyva Morales J.B.; Bastidas Bastidas P.J.; Salvatierra Stamp V.; González Marquez L.; Davison Y.; Márquez-Pacheco H.; Amillano Cisneros J.M.; Cruz Acevedo E.; Amézquita López B.A.; Romo Gomez C.; De la Torre Espinosa Z.; Rodriguez Aguilar B. (2024). Temporal distribution and ecological risk assessment for pesticides  in water from the north-central coastal zone of Sinaloa, Mexico. HELIYON. 10(e35207):1-16 pp. DOI: https://doi.org/10.1016/j.heliyon.2024.e35207",*Leyva Morales J.B.(Universidad Autónoma de Nayarit),*Leyva Morales J.B.; Bastidas Bastidas P.J.; Salvatierra Stamp V.; González Marquez L.; Davison Y.; Márquez-Pacheco H.; Amillano Cisneros J.M.; Cruz Acevedo E.; Amézquita López B.A.; Romo Gomez C.; De la Torre Espinosa Z.; Rodriguez Aguilar B.,http://200.23.35.7/archivos/productos/mepippa/investigacion/101001221_1.pdf
302,101001222,2024,2024,,Culiacán,Artículo científico,"en revista indizada (ISI, CYT)",Original Research,,Characterization of an optimized hot water treatment for eggplant  as a non-chemical mean to maintain postharvest quality: validation  of its efect on bioactive compounds and antioxidant capacit,,Internacional,JOURNAL OF FOOD MEASUREMENT AND CHARACTERIZATION,2193-4126,2193-4134,SPRINGER,SCIE,3.4,https://doi.org/10.1007/s11694-024-02401-4,,,,Diaz Corona D.; López López M.E.; Ayón Reyna L.E.; Caro Corrales J.; Gutiérrez Dorado R.; Bastidas Bastidas P.J.; *Vega García M.O. (2024). Characterization of an optimized hot water treatment for eggplant  as a non-chemical mean to maintain postharvest quality: validation  of its efect on bioactive compounds and antioxidant capacit. JOURNAL OF FOOD MEASUREMENT AND CHARACTERIZATION. 18(2024):3266-3276 pp. DOI: https://doi.org/10.1007/s11694-024-02401-4,*Vega García M.O.(Universidad Autónoma de Sinaloa),Diaz Corona D.; López López M.E.; Ayón Reyna L.E.; Caro Corrales J.; Gutiérrez Dorado R.; Bastidas Bastidas P.J.; *Vega García M.O.,http://200.23.35.7/archivos/productos/mepippa/investigacion/101001222_1.pdf
303,101001223,2024,2024,,Culiacán,Artículo científico,"en revista indizada (ISI, CYT)",Original Research,,Valorización de biomasas agrícolas de chiles para la  obtención de nutracéuticos,,Nacional,Revista Mexicana de Ciencias Agrícolas,2007-0934,2007-9230,Instituto Nacional de Investigaciones Forestales Agrícolas y Pecuarias,CYT,0,DOI: 10.29312/remexca.v15i3.3675,,,,Jimenez Ortega L.; Bastidas Bastidas P.J.; *Heredia . J.B.; Leyva López N.; Gutierrez Grijalva E.P. (2024). Valorización de biomasas agrícolas de chiles para la  obtención de nutracéuticos. Revista Mexicana de Ciencias Agrícolas. 15(3):1-10 pp. DOI: DOI: 10.29312/remexca.v15i3.3675,*Heredia . J.B.(Culiacán),ªJimenez Ortega L.; Bastidas Bastidas P.J.; *Heredia . J.B.; ªLeyva López N.; Gutierrez Grijalva E.P.,http://200.23.35.7/archivos/productos/mepippa/investigacion/101001223_1.pdf
304,101001224,2024,2024,,TAOV,Artículo científico,en revista indizada (otros indices),Review Articles,,"Estimating tomato production losses due to plant viruses, a look at the past and new challenges",,Internacional,Comunicata Scientiae,2177-5133,XXXX-XXXX,Federal University of Piaui,SCOPUS,,https://doi.org/10.14295/CS.v15.4247,,,,"Sánchez Sánchez M.; Aispuro Hernández E.; Quintana Obregón E.A.; Vargas Arispuro I.C.; *Martínez Téllez M.A. (2024). Estimating tomato production losses due to plant viruses, a look at the past and new challenges. Comunicata Scientiae. 15(.):1-11 pp. DOI: https://doi.org/10.14295/CS.v15.4247",*Martínez Téllez M.A.(TAOV),Sánchez Sánchez M.; Aispuro Hernández E.; Quintana Obregón E.A.; Vargas Arispuro I.C.; *Martínez Téllez M.A.,http://200.23.35.7/archivos/productos/mepippa/investigacion/101001224_1.pdf
305,101001225,2024,2024,,Nutrición,Artículo científico,"en revista indizada (ISI, CYT)",Original Research,,Changes in energy expenditure and physical activity over 15 Years of environmental Changes: The Maycoba Project,,Internacional,OBESITY,1930-7381,1930-739X,WILEY,SCIE,4.2,https://doi.org/10.1002/oby.24061,,,,Niclou A.; Esparza Romero J.; Urquidez Romero R.; Lam Y.; Rood J.; Schulz L.O.; Bennett P.H.; Valencia Juillerat M.E.; *Ravussin E. (2024). Changes in energy expenditure and physical activity over 15 Years of environmental Changes: The Maycoba Project. OBESITY. 32(8):1518-1525 pp. DOI: https://doi.org/10.1002/oby.24061,*Ravussin E.(University of Arizona),Niclou A.; Esparza Romero J.; Urquidez Romero R.; Lam Y.; Rood J.; Schulz L.O.; Bennett P.H.; Valencia Juillerat M.E.; *Ravussin E.,http://200.23.35.7/archivos/productos/mepippa/investigacion/101001225_1.pdf
306,101001226,2024,2024,,Ciencia de los Alimentos,Artículo científico,"en revista indizada (ISI, CYT)",Original Research,,"Exploring the Protein Profile and Biological Activity of Crotalus molossus Venom Against E. coli, P. aeruginosa and S. aureus Bacteria and T47D Breast Carcinoma Cells",,Internacional,TOXICON,0041-0101,1879-3150,PERGAMON-ELSEVIER SCIENCE LTD,SCIE,2.6,https://doi.org/10.1016/j.toxicon.2024.108036,,,,"Jimenez Canale J.; Navarro López L.R.; Huerta Ocampo J.A.; Burgara Estrella A.J.; Encarnación Guevara S.; Silva Campa E.; Velázquez Contreras E.F.; *Sarabia Sainz J.A. (2024). Exploring the Protein Profile and Biological Activity of Crotalus molossus Venom Against E. coli, P. aeruginosa and S. aureus Bacteria and T47D Breast Carcinoma Cells. TOXICON. pendiente(pendiente):pendiente pp. DOI: https://doi.org/10.1016/j.toxicon.2024.108036",*Sarabia Sainz J.A.(Universidad de Sonora),ªJimenez Canale J.; Navarro López L.R.; Huerta Ocampo J.A.; Burgara Estrella A.J.; Encarnación Guevara S.; Silva Campa E.; Velázquez Contreras E.F.; *Sarabia Sainz J.A.,http://reportes.ciad.mx/archivos/productos/mepippa/investigacion/101001226_2.pdf
307,101001227,2024,2024,,TAOA,Artículo científico,"en revista indizada (ISI, CYT)",Original Research,,Tracking the metabolite footprint of four lactic acid bacteria in semiskimmed milk: A chemometric analysis.,,Internacional,INTERNATIONAL JOURNAL OF DAIRY TECHNOLOGY,1364-727X,1471-0307,WILEY,SCIE,2.5,doi: 10.1111/1471-0307.13127,,,,Sigala Robles R.; Estrada Montoya M.C.; Torres Llanez M.J.; Santiago López L.; Hernández Mendoza A.; Vallejo Galland B.; Mata Haro V.; *Wall Medrano A.; *González Córdova A.F. (2024). Tracking the metabolite footprint of four lactic acid bacteria in semiskimmed milk: A chemometric analysis. INTERNATIONAL JOURNAL OF DAIRY TECHNOLOGY. -(-):- pp. DOI: doi: 10.1111/1471-0307.13127,*Wall Medrano A.(Universidad Autónoma de Ciudad Juárez); *González Córdova A.F.(TAOA),ªSigala Robles R.; Estrada Montoya M.C.; Torres Llanez M.J.; ªSantiago López L.; Hernández Mendoza A.; Vallejo Galland B.; Mata Haro V.; *Wall Medrano A.; *González Córdova A.F.,http://reportes.ciad.mx/archivos/productos/mepippa/investigacion/101001227_1.pdf
308,101001228,2024,2024,,TAOA,Artículo científico,"en revista indizada (ISI, CYT)",Original Research,,Gut microbiota response to consumption of milks fermented with specific strains of Lactococcus lactis with hypocholesterolemic effect,,Internacional,FOOD PRODUCTION PROCESSING AND NUTRITION,XXXX-XXXX,2661-8974,SPRINGERNATURE,ESCI,4,oi.org/10.1186/s43014-024-00221-z,,,,Rendón Rosales M.; Méndez Romero J.; Hernández Mendoza A.; González Córdova A.F.; Mazorra Manzano M.A.; García Galindo H.S.; Beltrán Barrientos L.; Estrada Montoya M.C.; *Vallejo Galland B. (2024). Gut microbiota response to consumption of milks fermented with specific strains of Lactococcus lactis with hypocholesterolemic effect. FOOD PRODUCTION PROCESSING AND NUTRITION. 6(58):1-15 pp. DOI: oi.org/10.1186/s43014-024-00221-z,*Vallejo Galland B.(TAOA),ªRendón Rosales M.; ªMéndez Romero J.; Hernández Mendoza A.; González Córdova A.F.; Mazorra Manzano M.A.; García Galindo H.S.; ªBeltrán Barrientos L.; Estrada Montoya M.C.; *Vallejo Galland B.,http://200.23.35.7/archivos/productos/mepippa/investigacion/101001228_1.pdf
309,101001229,2024,2024,,TAOA,Artículo científico,"en revista indizada (ISI, CYT)",Original Research,,Exploring structural and computational contrasts in Myoglobins: Implications for thermal treatment-induced Sulfmyoglobin formation,,Internacional,FOOD CHEMISTRY,0308-8146,1873-7072,ELSEVIER SCI LTD,SCIE,8.8,https://doi.org/10.1016/j.foodchem.2024.140504,,,,Ramírez Suárez J.C.; *Alvarez Armenta A.; Huerta Ocampo J.A.; López Zavala A.A.; Corona Martínez D.; Sotelo Mundo R.R.; Pacheco Aguilar R. (2024). Exploring structural and computational contrasts in Myoglobins: Implications for thermal treatment-induced Sulfmyoglobin formation. FOOD CHEMISTRY. 460(1):1-10 pp. DOI: https://doi.org/10.1016/j.foodchem.2024.140504,*Alvarez Armenta A.(DC),Ramírez Suárez J.C.; *Alvarez Armenta A.; Huerta Ocampo J.A.; López Zavala A.A.; Corona Martínez D.; Sotelo Mundo R.R.; Pacheco Aguilar R.,"http://200.23.35.7/archivos/productos/mepippa/investigacion/101001229_1.pdf,http://200.23.35.7/archivos/productos/mepippa/investigacion/101001229_2.pdf"
310,101001230,2024,2024,,Delicias,Artículo científico,"en revista indizada (ISI, CYT)",Original Research,,Changes in Phenolic Composition and Bioactivities of Ayocote Beans under Boiling (Phaseolus coccineus L.),,Internacional,MOLECULES,1420-3049,1420-3049,MDPI,SCIE,4.6,https://doi.org/10.3390/molecules29163744,,,,Baeza Jimenez R.; *López Martínez L.X. (2024). Changes in Phenolic Composition and Bioactivities of Ayocote Beans under Boiling (Phaseolus coccineus L.). MOLECULES. 29(16):1-14 pp. DOI: https://doi.org/10.3390/molecules29163744,*López Martínez L.X.(TAOV),Baeza Jimenez R.; *López Martínez L.X.,http://200.23.35.7/archivos/productos/mepippa/investigacion/101001230_1.pdf
311,101001231,2024,2024,,Ciencia de los Alimentos,Artículo científico,"en revista indizada (ISI, CYT)",Review Articles,,Probiotics in miRNA-Mediated Regulation of Intestinal Immune Homeostasis in Pigs: A Physiological Narrative,,Internacional,MICROORGANISMS,2076-2607,2076-2607,MDPI,SCIE,4.5,https://www.mdpi.com/2076-2607/12/8/1606#,,,,Barcenas Preciado V.; *Mata Haro V. (2024). Probiotics in miRNA-Mediated Regulation of Intestinal Immune Homeostasis in Pigs: A Physiological Narrative. MICROORGANISMS. 12(8):1606-1621 pp. DOI: https://www.mdpi.com/2076-2607/12/8/1606#,*Mata Haro V.(Ciencia de los Alimentos),ªBarcenas Preciado V.; *Mata Haro V.,http://200.23.35.7/archivos/productos/mepippa/investigacion/101001231_1.pdf
312,101001234,2024,2024,,TAOV,Artículo científico,en revista indizada (otros indices),Original Research,,Red prickly pear fruit (Opuntia ficus-indica) and its potential use in northwestern Mexico,,Internacional,Revista Iberoamericana de Tecnología Postcosecha,XXXX-XXXX,1665-0204,"Asociación Iberoamericana de Tecnología Postcosecha, S.C.",Latindex,0,https://doi.org/0.0,,,,Peralta . E.; Gutiérrez Saldaña A.H.; *Mercado Ruiz J.N. (2024). Red prickly pear fruit (Opuntia ficus-indica) and its potential use in northwestern Mexico. Revista Iberoamericana de Tecnología Postcosecha. 25(1):24-37 pp. DOI: https://doi.org/0.0,*Mercado Ruiz J.N.(TAOV),Peralta . E.; Gutiérrez Saldaña A.H.; *Mercado Ruiz J.N.,http://200.23.35.7/archivos/productos/mepippa/investigacion/101001234_1.pdf
313,101001235,2024,2024,,TAOV,Artículo científico,"en revista indizada (ISI, CYT)",Original Research,,Functional and antibacterial characterization of electrospun nanofiber membranes made of chitosan and polyvinyl alcohol,,Internacional,RESULTS IN CHEMISTRY,2211-7156,XXXX-XXXX,ELSEVIER,ESCI,2.5,https://doi.org/10.1016/j.rechem.2024.101314,,,,Sánchez Machado D.; *López Cervantes J.; Vega Cazarez C.; Hernandez Ruiz K.; Campas Baypoli O.N.; Soto Cota A.; Madera Santana T.J. (2024). Functional and antibacterial characterization of electrospun nanofiber membranes made of chitosan and polyvinyl alcohol. RESULTS IN CHEMISTRY. 7(101314):101314 pp. DOI: https://doi.org/10.1016/j.rechem.2024.101314,*López Cervantes J.(Instituto Tecnológico de Sonora (ITSON)),Sánchez Machado D.; *López Cervantes J.; ªVega Cazarez C.; Hernandez Ruiz K.; Campas Baypoli O.N.; Soto Cota A.; Madera Santana T.J.,http://200.23.35.7/archivos/productos/mepippa/investigacion/101001235_1.pdf
314,101001236,2024,2024,,TAOV,Artículo científico,"en revista indizada (ISI, CYT)",Original Research,,Influence of gamma-ray irradiation on polystyrene food container weathering,,Internacional,RADIATION PHYSICS AND CHEMISTRY,0969-806X,XXXX-XXXX,PERGAMON-ELSEVIER SCIENCE LTD,SCIE,2.8,https://doi.org/10.1016/j.radphyschem.2024.112084,,,,Val Félix L.; *Madera Santana T.J.; Rodríguez Félix D.E.; Meléndrez Amavizca R.; Quintana Owen P.; Soto Valdez H.; Martínez Colunga J.G. (2024). Influence of gamma-ray irradiation on polystyrene food container weathering. RADIATION PHYSICS AND CHEMISTRY. 225(7):112084 pp. DOI: https://doi.org/10.1016/j.radphyschem.2024.112084,*Madera Santana T.J.(TAOV),ªVal Félix L.; *Madera Santana T.J.; Rodríguez Félix D.E.; Meléndrez Amavizca R.; Quintana Owen P.; Soto Valdez H.; Martínez Colunga J.G.,http://200.23.35.7/archivos/productos/mepippa/investigacion/101001236_1.pdf
315,101001237,2024,2024,,TAOV,Artículo científico,"en revista indizada (ISI, CYT)",Original Research,,Production and performance evaluation of chitosan/collagen/honey nanofibrous membranes for wound dressing applications,,Internacional,INTERNATIONAL JOURNAL OF BIOLOGICAL MACROMOLECULES,0141-8130,1879-0003,ELSEVIER,SCIE,7.7,https://doi.org/10.1016/j.ijbiomac.2024.133809,,,,Servín de la Mora López D.; *Madera Santana T.J.; Olivera Castillo L.; Castillo Ortega M.M.; López Cervantes J.; Sánchez Machado D.; Ayala Zavala J.F.; Soto Valdez H. (2024). Production and performance evaluation of chitosan/collagen/honey nanofibrous membranes for wound dressing applications. INTERNATIONAL JOURNAL OF BIOLOGICAL MACROMOLECULES. 275(2):133809 pp. DOI: https://doi.org/10.1016/j.ijbiomac.2024.133809,*Madera Santana T.J.(TAOV),ªServín de la Mora López D.; *Madera Santana T.J.; Olivera Castillo L.; Castillo Ortega M.M.; López Cervantes J.; Sánchez Machado D.; Ayala Zavala J.F.; Soto Valdez H.,http://200.23.35.7/archivos/productos/mepippa/investigacion/101001237_1.pdf
316,101001238,2024,2024,,Culiacán,Artículo científico,"en revista indizada (ISI, CYT)",Original Research,,"Glucanases and Chitinases in Mangifera indica: Identification, Classification, Phylogeny, and Expression Analysis of Defense Genes against Colletotrichum spp.",,Internacional,MOLECULES,1420-3049,1420-3049,MDPI,SCIE,4.2,https://doi.org/10.3390/molecules29153556,,,,"Jiménez Maldonado M.; Islas Osuna M.A.; León Félix J.; Tovar Pedraza J.M.; *Muy Rangel M.D. (2024). Glucanases and Chitinases in Mangifera indica: Identification, Classification, Phylogeny, and Expression Analysis of Defense Genes against Colletotrichum spp. MOLECULES. 29(15):3556 pp. DOI: https://doi.org/10.3390/molecules29153556",*Muy Rangel M.D.(Culiacán),ªJiménez Maldonado M.; Islas Osuna M.A.; León Félix J.; Tovar Pedraza J.M.; *Muy Rangel M.D.,http://200.23.35.7/archivos/productos/mepippa/investigacion/101001238_1.pdf
317,101001239,2024,2024,,Delicias,Artículo científico,"en revista indizada (ISI, CYT)",Original Research,,New Nitrogen Use Efficiency Indices for Biomass Formation and Productivity in Green Beans Under Foliar Fertilization with Molybdenum Nanofertilizer,,Internacional,NITROGEN,2504-3129,XXXX-XXXX,MDPI,ESCI,1.6,https://doi.org/10.3390/nitrogen5030044,,,,Muñoz Márquez E.; Soto Parra  J.M.; Pérez Leal  R.; *Sánchez Chávez E. (2024). New Nitrogen Use Efficiency Indices for Biomass Formation and Productivity in Green Beans Under Foliar Fertilization with Molybdenum Nanofertilizer. NITROGEN. 5(3):667-687 pp. DOI: https://doi.org/10.3390/nitrogen5030044,*Sánchez Chávez E.(Delicias),Muñoz Márquez E.; Soto Parra  J.M.; Pérez Leal  R.; *Sánchez Chávez E.,http://200.23.35.7/archivos/productos/mepippa/investigacion/101001239_1.pdf
318,101001240,2024,2024,,Delicias,Artículo científico,"en revista indizada (ISI, CYT)",Original Research,,"Nanopriming with Zinc-Molybdenum in Jalapeño Pepper on Imbibition, Germination, and Early Growth",,Internacional,AGRONOMY-BASEL,2073-4395,2073-4395,MDPI,SCIE,3.3,https://doi.org/10.3390/agronomy14081609,,,,"Ochoa-Chaparro E.; Ramírez Estrada C.; Anchondo Paez J.; *Sánchez Chávez E.; Pérez Álvarez  S.; Castruita Esparza L.; Muñoz Márquez E.; Chávez Mendoza C.; Patiño Cruz J.; Franco Lagos C. (2024). Nanopriming with Zinc-Molybdenum in Jalapeño Pepper on Imbibition, Germination, and Early Growth. AGRONOMY-BASEL. 14(8):1609 pp. DOI: https://doi.org/10.3390/agronomy14081609",*Sánchez Chávez E.(Delicias),ªOchoa-Chaparro E.; ªRamírez Estrada C.; ªAnchondo Paez J.; *Sánchez Chávez E.; Pérez Álvarez  S.; Castruita Esparza L.; Muñoz Márquez E.; Chávez Mendoza C.; ªPatiño Cruz J.; ªFranco Lagos C.,http://200.23.35.7/archivos/productos/mepippa/investigacion/101001240_1.pdf
